Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,Clothing,T Shirt,Women,Fleximaa,solid polo neck tee,Rs 750,https://www.limeroad.com/maroon-cotton-fleximaa-p16457909,,
,,,Clothing,T Shirt,Women,Trendyol,Women Extended Sleeves Applique T-shirt,"Rs 1,499",https://www.myntra.com/topwear/trendyol/trendyol-women-extended-sleeves-applique-t-shirt/27681114/buy,,
,,,Clothing,Dress,Women,Forever New,Tiered Dress with Puff Sleeves,"Rs 8,000",https://www.ajio.com/forever-new-tiered-dress-with-puff-sleeves/p/466446618_white,,
,,,Clothing,Trousers,Men,AMERICAN EAGLE,American Eagle black slim fit jeans,"Rs 4,299",https://www.tatacliq.com/american-eagle-outfitters-black-slim-fit-jeans/p-mp000000020784697,,
,,,Clothing,Trousers,Men,ORIJEAN,mens slim fit distressed jeans,"Rs 2,599",https://www.limeroad.com/blue-cotton-orijean-p19086904,,
,,,Clothing,Trousers,Men,WESTSIDE,WES Casuals Blue Slim - Fit Denim Mid - Rise Jeans,"Rs 1,499",https://www.westside.com/products/wes-casuals-blue-slim-fit-denim-mid-rise-jeans-300946683,,
,,,Clothing,Trousers,Men,UNITED COLORS OF BENETTON,Men Skinny Mid Rise Blue Jeans,"Rs 3,499",https://www.flipkart.com/united-colors-benetton-skinny-men-blue-jeans/p/itm24115b4096eea?pid=JEAGHYF2AHSEZ7MA&lid=LSTJEAGHYF2AHSEZ7MABG7C9G&marketplace=FLIPKART&cmpid=content_jean_8965229628_gmc,,
,,,Clothing,Trousers,Men,PEPE JEANS,Men Tapered Fit Low Rise Blue Jeans,"Rs 3,599",https://www.flipkart.com/pepe-jeans-tapered-fit-men-blue/p/itm2848174c678cd?pid=JEAGGG95FHQAEVXW,,
,,,Clothing,Trousers,Men,LOUIS PHILIPPE,Men Slim Fit Mid-Rise Clean Look Pure Cotton Jeans,"Rs 3,499",https://www.myntra.com/jeans/louis+philippe+jeans/louis-philippe-jeans-men-slim-fit-mid-rise-clean-look-pure-cotton-jeans/29407948/buy,,
,,,Clothing,T shirt,Women,BALLER ATHLETIK,Crew-Neck T-Shirt with Short Sleeves,"Rs 2,530",https://www.ajio.com/baller-athletik-crew-neck-t-shirt-with-short-sleeves/p/467101371_pink,,
,,,Clothing,Dress,Women,COVER STORY,Sheath Opaque Off-Shoulder Mini Dress,"Rs 4,290",https://www.myntra.com/dress/cover-story/cover-story-sheath-opaque-off-shoulder-mini-dress/26698556/buy,,
,,,Clothing,Dress,Women,SIGHTBOMB,SIGHTBOMB V Neck Slit Ribbed Bodycon Cocktail Dress for Women,"Rs 1,200",https://www.amazon.in/dp/B0BSVHK47X?ref=cm_sw_r_cso_wa_apan_dp_PYQK82ZKJ37E0B2PV7PW&ref_=cm_sw_r_cso_wa_apan_dp_PYQK82ZKJ37E0B2PV7PW&social_share=cm_sw_r_cso_wa_apan_dp_PYQK82ZKJ37E0B2PV7PW&starsLeft=1&skipTwisterOG=1,,
,,,Clothing,Dress,Women,Grace,Women Bodycon Black Dress,"Rs 2,500",https://www.flipkart.com/grace-collection-women-bodycon-black-dress/p/itmc3a938b9d76e7?pid=DREGNYWQ4GHVHXGE&lid=LSTDREGNYWQ4GHVHXGEF3V8UW&marketplace=FLIPKART,,
,,,Clothing,Dress,Women,Felomhe,DIVA COLLECTION Style no.1,"Rs 10,000",https://www.felomhe.com/product-page/diva-collection-style-no-1,,
,,,Clothing,Shirt,Men,ZARA,TEXTURED SHIRT,"Rs 2,990",https://www.zara.com/in/en/textured-shirt-p07545710.html,,
,,,Clothing,Shirt,Men,H&M,Slim Fit Shirt,"Rs 2,299",https://www2.hm.com/en_in/productpage.1236607002.html,,
,,,Clothing,Shirt,Men,DEFACTO,Spread Collar Opaque Casual Shirt,Rs 6699,https://www.myntra.com/shirts/defacto/defacto-spread-collar-opaque-casual-shirt/24811342/buy,,
,,,Clothing,Shirt,Men,KETCH,Highlander Men Beige Checked Regular Fit Casual Shirt,Rs 2199,https://www.getketch.com/product/highlander-men-beige-checked-regular-fit-casual-shirt-hlsh016255.html,,
,,,Clothing,Shirt,Men,SNITCH,Rustic Red Concealed Placket Shirt,"Rs 1,299",https://www.snitch.co.in/products/rustic-red-concealed-placket-shirt-4mss3164-01?variant=44827638366370,,
,,,Clothing,Trousers,Men,LOUIS PHILIPPE,Mid-Rise Slim Fit Plain Cotton Formal Trousers,Rs 3599,https://www.myntra.com/trousers/louisphilippesport/louis-philippe-sport-mid-rise-slim-fit-plain-cotton-formal-trousers/23897074/buy,,
,,,Clothing,Trousers,Men,INDIAN TERRAIN,Men Brooklyn Mid Rise Plain Slim Fit Chinos Trousers,Rs 2599,https://www.myntra.com/trousers/indian+terrain/indian-terrain-men-brooklyn-mid-rise-plain-slim-fit-chinos-trousers/23148792/buy,,
,,,Clothing,Trousers,Men,JACK & JONES,Green Mid Rise Slim Fit Pants,Rs 3299,https://www.jackjones.in/141448402-deep-lichen-green,,
,,,Clothing,Trousers,Men,ALLEN SOLLY,Men Textured Slim Fit Corduroy Chinos,Rs 2799,https://www.myntra.com/trousers/allen+solly/allen-solly-men-textured-slim-fit-corduroy-chinos/25440760/buy,,
,,,Clothing,Trousers,Men,LEVIS,Levi's Men's 511 Slim Fit Low-Rise Jeans,Rs 2999,https://www.amazon.in/Levis-Mens-Slim-Rise-Jeans/dp/B0CR6DYXXM,,
,,,Clothing,Dress,Women,French Daina,Glamorous Blue Satin Slip Midi Dress,"Rs 1,699",https://frenchdaina.com/products/glamorous-blue-satin-slip-midi-dress,,
,,,Clothing,Dress,Women,PRIZO,Textured Bodycon Dress with Cowl-Neck,"Rs 11,899",https://www.ajio.com/prizo-textured-bodycon-dress-with-cowl-neck/p/464766445_silver,,
,,,Clothing,Dress,Women,CODE BY LIFESTYLE,Women A-Line Dress with Off Shoulder,"Rs 2,399",https://www.ajio.com/code-by-lifestyle-women-a-line-dress-with-off-shoulder/p/466987063_pink,,
,,,Clothing,Dress,Women,iki chic,Cowl Neck Shoulder Straps Sheen Satin Maxi Sheath Dress,Rs 6099,https://www.myntra.com/dress/iki-chic/iki-chic-cowl-neck-shoulder-straps-sheen-satin-maxi-sheath-dress/24805974/buy,,
,,,Clothing,Dress,Women,GLARE & BLAIR,Women Bodycon Black Dress,"Rs 1,299",https://www.flipkart.com/glare-blair-women-bodycon-black-dress/p/itm564e9b8e6a5fc?pid=DREGV5YAZS9CJ4MB&lid=LSTDREGV5YAZS9CJ4MBTXQQNB&marketplace=FLIPKART,,
,,,Clothing,Hoodies & Sweatshirt,Men,H&M,Regular Fit Zip-top sweatshirt,"Rs 2,299",https://www2.hm.com/en_in/productpage.1241739002.html,,
,,,Clothing,Hoodies & Sweatshirt,Men,LEE,Graphic Print Crew-Neck Sweatshirt,"Rs 3,399",https://www.ajio.com/lee-graphic-print-crew-neck-sweatshirt/p/441688892_darkblue,,
,,,Clothing,Hoodies & Sweatshirt,Men,H&M,THERMOLITE® Relaxed Fit Sweatshirt,"Rs 1,999",https://www2.hm.com/en_in/productpage.1116080005.html,,
,,,Clothing,Hoodies & Sweatshirt,Men,THE INDIAN GARAGE CO,Men Regular Fit Hoodie,"Rs 1,999",https://www.ajio.com/the-indian-garage-co-men-regular-fit-hoodie/p/469551803_aqua,,
,,,Clothing,Hoodies & Sweatshirt,Men,DAMENSCH,Cotton Blend Regular Fit Hoodie,"Rs 2,490",https://www.ajio.com/damensch-cotton-blend-regular-fit-hoodie/p/465103531_pink,,
,,,Clothing,Dress,Women,Styched,Diamond Diva White Dress,Rs 730,https://www.styched.in/products/diamond-diva-white-dress,,
,,,Clothing,Dress,Women,Puella,Women Fit and Flare Dark Blue Dress,"Rs 1,799",https://www.flipkart.com/puella-women-fit-flare-dark-blue-dress/p/itm3b34d9da89e5e?pid=DREGVKP8DJTQUZSZ&lid=LSTDREGVKP8DJTQUZSZKBUBIQ&marketplace=FLIPKART&hl_lid=&store=clo%2Fodx%2Fmaj%2Fjhy,,
,,,Clothing,Dress,Women,StyleCast,Square Neck Sleeveless Bodycon Mini Dress,"Rs 2,149",https://www.myntra.com/dress/stylecast/stylecast-square-neck-sleeveless-bodycon-mini-dress/30280821/buy,,
,,,Clothing,Dress,Women,RIEKA,Women A-line Light Blue Dress,"Rs 1,999",https://www.flipkart.com/rieka-women-a-line-light-blue-dress/p/itm6b7eb1b978e6e?pid=DREGGX8GNYGYUYGG&lid=LSTDREGGX8GNYGYUYGG6FYY8W&marketplace=FLIPKART&cmpid=content_dress_8965229628_gmc,,
,,,Clothing,Dress,Women,HIMCARE,Solid Rayon Blend Stitched Flared/A-line Gown (Red),Rs 999,https://www.flipkart.com/himcare-flared-a-line-gown/p/itmf1adf6ae98b39?pid=GWNGGYHZPHP3BRKP&lid=LSTGWNGGYHZPHP3BRKP2NR26H&marketplace=FLIPKART,,
,,,Clothing,Top,Women,L'academie,The Joli Crop Top,"Rs 14,040",https://www.revolve.com/lacademie-the-joli-crop-top-in-ivory-cream/dp/LCDE-WS549/?d=Womens,,
,,,Clothing,Top,Women,mod & Shy,Women Bralette Lightly Padded Bra (White),"Rs 1,299",https://www.flipkart.com/mod-shy-women-bralette-lightly-padded-bra/p/itm70bb28d4545ca?pid=BRAGFZKQ2CZQYHGP&lid=LSTBRAGFZKQ2CZQYHGPKK50WW&marketplace=FLIPKART&cmpid=content_bra_8965229628_gmc,,
,,,Clothing,Top,Women,November 28,Black Floral Embroidered Top,"Rs 8,000",https://november28.in/products/top-5,,
,,,Clothing,Top,Women,LULU & SKY,Off-Shoulder PU Tube Top,"Rs 4,675",https://www.myntra.com/topwear/lulu-&-sky/lulu-&-sky-off-shoulder-pu-tube-top/26560356/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Top,Women,DOROTHY PERKINS,Women Sleeveless Waistcoat,₹ 3899,https://www.myntra.com/topwear/dorothy-perkins/dorothy-perkins-women-sleeveless-waistcoat/25480352/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Top,Women,DAFIRENZE,Women Striped Regular Fit Off-Shoulder Top,"Rs 3,449",https://www.ajio.com/dafirenze-women-striped-regular-fit-off-shoulder-top/p/700049275_blue,,
,,,Clothing,Top,Women,Mango,Satin top with straps,"Rs. 2,590",https://shop.mango.com/in/en/p/women/tops/tops/satin-top-with-straps_77060358?c=02,,
,,,Clothing,Top,Women,MARKS & SPENCER,Women Relaxed Fit Cami Top,"Rs 2,499",https://www.ajio.com/marks-spencer-women-relaxed-fit-cami-top/p/469549674_black,,
,,,Clothing,Top,Women,Phases,Black Smocked Top,"Rs 1,549",https://www.meesho.com/s/p/3tl3x4?utm_source=s_w,,
,,,Clothing,Top,Women,Trendyol,Halter Neck Waistcoat,"Rs 2,399",https://www.myntra.com/topwear/trendyol/trendyol-halter-neck-waistcoat/27536990/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Top,Women,Femi9byas,Denim skirt set,"Rs 5,000",https://femi9byas.com/products/denim-skirt-set-1,,
,,,Clothing,Top,Women,4WRD by Dressberry,Top,"Rs 5,899",https://www.myntra.com/topwear/4wrd-by-dressberry/4wrd-by-dressberry-top/29964817/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Top,Women,HUNKEMOLLER,Cami Satin Meili Top,"Rs 2,459",https://www.ajio.com/hunkemoller-cami-satin-meili-top/p/410328023_fclvr,,
,,,Clothing,Top,Women,Dream Beauty Fashion,Casual Regular Sleeves Printed Women Black Top,Rs 999,https://www.flipkart.com/dream-beauty-fashion-casual-animal-print-women-black-top/p/itm9aba67059e5c4?pid=TOPGHKAZDNFGPDDX&lid=LSTTOPGHKAZDNFGPDDX60LBRE&marketplace=FLIPKART&store=clo%2Fash%2Fohw%2F36j&srno=b_1_17&otracker=brow,,
,,,Clothing,Top,Women,ONLY,Black Cropped Co-ord Set Waistcoat,"Rs 3,299",https://www.only.in/192132901-black,,
,,,Accessories ,Hat,Women,Debra Weitzner,Women Floppy Sun Hat with Wide Brim,"Rs 9,722",https://amzn.in/d/hhsWpX3,,
,,,Accessories ,Belt,Women,Lucky Brand,Lucky Brand Women's Western Style Fashion Leather Belt,"Rs 8,112",https://amzn.in/d/h0F1ZiG,,
,,,Accessories ,Sunglasses,Women,Chokore,Chokore Oversized Cat-eye Sunglasses (Black),"Rs 2,699",https://www.chokore.com/products/chokore-oversized-cat-eye-sunglasses-black,,
,,,Accessories ,Cap,Women,Swiss World,Womens Cap Black Handmade | Pure Wool | Girls Skullies and Beanies Cap,Rs 899,https://amzn.in/d/eb4Tzf8,,
,,,Accessories ,Necklace,Women,Generic,BMR Emporium Crystal Stone Studded Necklace and Earrings Set for Women and Girls Fashion,"Rs 1,499",https://amzn.in/d/hTMPqVd,,
,,,Accessories ,Scarf ,Women,Cashmere Craft,Cotton Blend Printed Black Women Dupatta,"Rs 2,999",https://dl.flipkart.com/s/ZlN5kJuuuN,,
,,,Accessories ,Wallet,Women,abeeza,Women Black Clutches,"Rs 1,599",http://www.myntra.com/mailers/bags/abeeza/abeeza-women-black-clutches/18834074/buy,,
,,,Accessories ,Chain Waist Belt,Women,Vritraz,Women And Girl Fashion Metal Gold and Silver Plated Belly Chain Waist Belt Jewellery kamarband,Rs 799,https://amzn.in/d/9PWwfCE,,
,,,Accessories ,Necklace,Women,Yellow Chimes,Yellow Chimes Stylish Beach White Seashell Choker Necklace,"Rs 1,249",https://www.nykaa.com/yellow-chimes-stylish-beach-white-seashell-choker-necklace/p/2811958?se=0,,
,,,Accessories ,Belt,Women,Forever Glam by Pantaloons,Women PU Solid Belt,Rs 499,http://www.myntra.com/mailers/belts/forever-glam-by-pantaloons/forever-glam-by-pantaloons-women-pu-solid-belt/29929795/buy,,
,,,FOOT WEAR,HEELS,WOMEN,INDIAMART,"Women Embroidered Buy Platform Heel Online in India, Sandal",RS 599,https://www.indiamart.com/proddetail/buy-platform-heel-online-in-india-2853246781730.html,,
,,,FOOT WEAR,HEELS,WOMEN,MEESHO,Elegant Silver Textured Kitten Heel Sandals,RS 787,https://www.meesho.com/elegant-silver-textured-kitten-heel-sandals/p/75lmui,,
,,,Bag,Satchel,Women,Miraggio,Denice 2.0 Tote Bag,Rs 5999,https://miraggiolife.com/products/denice-tote-bag-5?variant=45434319896788&tw_source=google&tw_adid=&tw_campaign=20415156436&gad_source=1&gclid=CjwKCAjwuMC2BhA7EiwAmJKRrM9VWvQFrL-oKgMpNDcrpanIxeV9Z9VAVPGOo-I7ZRP3EcsjQxgINRoCZR4QAvD_BwE,,
,,,Clothing,Jeans ,WOMEN,C2FH,Women Slim Mid Rise Black Jeans,"Rs 1,799",https://www.flipkart.com/c2fh-slim-women-black-jeans/p/itm84e97468640c0?pid=JEAGTPUHG7U6AB8F&cmpid=product.share.pp&_refId=PP.00c3ab60-012d-436e-861d-eaa180a813ff.JEAGTPUHG,,
,,,Clothing,Jeans ,WOMEN,LEVI'S,711 Women Skinny Mid Rise Blue Jeans,"Rs 2,399",https://www.flipkart.com/levi-s-711-skinny-women-blue-jeans/p/itmcebd2908f4063?pid=JEAGDWFDZZAG9WGY&lid=LSTJEAGDWFDZZAG9WGYXYIJYG&marketplace=FLIPKART,,
,,,Clothing,Jeans ,WOMEN,Fame Forever,FAME FOREVER Women Medium Washed Flared Jeans,"Rs 1,699",https://stores.lifestylestores.com/lifestyle-stores-kochi-corporation-shopping-centre-kanayannur-kochi-69215/ProductDetails/1000010840177,,
,,,Clothing,Jeans ,WOMEN,Calvin Klein Jeans,Women Mom Fit Mid-Rise Highly Distressed Pure Cotton Jeans,"Rs 10,099",https://www.myntra.com/bottomwear/calvin-klein-jeans/calvin-klein-jeans-women-mom-fit-mid-rise-highly-distressed-pure-cotton-jeans/21201114/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Jeans ,WOMEN,Calvin Klein Jeans,Women Pure Cotton Slim Straight Fit Jeans,"Rs 8,999",https://www.myntra.com/bottomwear/calvin-klein-jeans/calvin-klein-jeans-women-pure-cotton-slim-straight-fit-jeans/26396194/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Accessories ,Necklace,Women,Rubans,Brown Alloy Handcrafted Necklace,"Rs 1,890",http://www.myntra.com/mailers/jewellery/rubans/rubans-brown-alloy-handcrafted-necklace/9563553/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Accessories ,Baseball Cap,Women,Clape,CLAPE Short Brim Hat Baseball Cap Corduroy Trucker 5 Panel Hat Flat Snapback Caps Cotton Twill Hat Short Bill Cadet Cap,"Rs 5,291",https://amzn.in/d/7ynKKuT,,
,,,Accessories ,Bracelet ,Women,Pearlz Ocean,Pearlz Ocean Sybil Blue Lace Agate Gemstone Bead & Dyed Freshwater Pearl 7.5 Inches Bracelet,Rs 349,https://amzn.in/d/3Xpt8kJ,,
,,,Accessories ,Earrings,Women,Peora,Peora Gold Plated Cubic Zirconia Studded Entangled Hoop Earrings Fancy Fashion Jewellery for Women & Girls,"Rs 1,600",https://amzn.in/d/5nIoGuy,,
,,,Accessories ,Scarf ,Women,Honey by Pantaloons,Floral Printed Scarf,Rs 549,http://www.myntra.com/mailers/scarves/honey-by-pantaloons/honey-by-pantaloons-floral-printed-scarf/25125648/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Accessories ,Knitted Scarf,Women,Glan,GLAN Soft and Warm Wool Knitted Scarf for Women and Girls Pack of 1,Rs 499,https://amzn.in/d/0g2GeYX,,
,,,Accessories ,Pendant,Women,Yellow Chimes,Yellow Chimes Gold Chain Pendant for Women Crystal Rings Gold-Plated Stainless Steel Chain Pendant Necklace for Women and Girls.,"Rs 1,170",https://yellowchimes.com/products/yellow-chimes-gold-chain-pendant-for-women-crystal-1000000033986,,
,,,Accessories ,Muffler,Women,Earth Ro System,Earth Ro System Solid Men & Women Muffler,Rs 599,https://dl.flipkart.com/dl/earth-ro-system-solid-men-women-muffler/p/itmfdqcfzyayudza?pid=MFLFDPSGBVWMY6ZK&cmpid=product.share.pp&_refId=PP.1a194a7d-b125-423c-99ba-8e658d1878bc.MFLFDPSGBVWMY6ZK&_appId=WA,,
,,,Accessories ,Chain Necklace ,Women,Bhoomi Enterprises Awr,golden sachin chain-a3,Rs 243,https://www.meesho.com/s/p/2zjtyh?utm_source=s_w,,
,,,Accessories ,Gold Earrings ,Women,Jewelz,Gold Plated Hoop Earrings,Rs 409,https://www.ajio.com/jewelz-gold-plated-hoop-earrings/p/462972697_gold,,
,,,Bag,Crossbody Bag,Women,Catmicoo,"CATMICOO Women's Trendy Mini Purses, Small Handbags and Mini Bags with Crocodile Pattern (Black, Gold)","Rs 5,600",https://www.amazon.in/CATMICOO-Trendy-Handbag-Crocodile-Pattern/dp/B09988TP8R,,
,,,Bag,Sling Bag,Women,Carry City,Serena's Statement,"Rs 3,499",https://carrycity.in/products/serenas-statement-2?variant=48914670780721,,
,,,Bag,Saddle Bag,Women,The Bags Shop,Retro Crossbody Contrast Color Saddle Shoulder Small Square Bag,"Rs 1,900",https://thebagseshop.com/products/retro-crossbody-contrast-color-saddle-shoulder-small-square-bag?pr_prod_strat=e5_desc&pr_rec_id=e1ba159f9&pr_rec_pid=9629309862167&pr_ref_pid=9629494378775&pr_seq=uniform,,
,,,Bag,Shoulder Bag,Women,Saumya's Store,SIBY Women's Shoulder Purse (Brown),"Rs 1,529",https://saumyasstores.com/products/siby-womens-shoulder-purse-brown,,
,,,Bag,Shoulder Bag,Women,Kazo,Kazo Beige Solid Hobo Handbag,"Rs 3,490",https://www.darveys.com/product/white-classic-shoulder-bag?currency=USD&size_option_id=3589,,
,,,Bag,Mini Bag,Women,Haute Sauce,Women Yellow Messenger Bag,"Rs 2,062",https://www.flipkart.com/haute-sauce-women-yellow-messenger-bag/p/itm87a15a3fd9ebd?pid=HMBGFWCHTVSKDGZJ&cmpid=product.share.pp&_refId=PP.1a005ef3-1362-442e-9985-1bca89fa574f.HMBGFWCHTVSKDGZJ,,
,,,Bag,Tote Bag,Women,Tiger Marron,Ladies love it,"Rs 11,200",https://www.tigermarron.com/products/leather-tote-bags-ladies-love-it-green?variant=37892758864062&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=4&gclid=Cj0KCQjw_sq2BhCUARIsAIVqmQszXWjUmUhlPOH_jQBJnBkKXBzglEUuGvcgWIt5mEo-GAItFdz5BswaAuiuEALw_wcB,,
,,,Bag,,Women,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,FOOT WEAR,LOAFER,MEN,MEESHO,Loafer men shoes,RS 682,Loafer men shoes (meesho.com),,
,,,Clothing,Jeans,Women,Mast & Harbour,Women Wide Leg Jeans,"Rs 2,499",https://www.myntra.com/bottomwear/mast-&-harbour/mast-&-harbour-women-wide-leg-jeans/26898886/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Jeans,Women,Next One,Women Smart Straight Fit High-Rise Clean Look Cotton Jeans,"Rs 2,999",https://www.myntra.com/bottomwear/next-one/next-one-women-smart-straight-fit-high-rise-clean-look-cotton-jeans/28935238/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Jeans,Women,NU CLOTHS,NU CLOTHS Women High Waist Wide Leg Baggy Denim Jeans WD_STONEBLUE_Qmx2_P,"Rs 2,499",https://www.amazon.in/dp/B0D9W594SX?ref=cm_sw_r_cso_wa_apan_dp_YCD3SE43ZXY56Y4B527J&ref_=cm_sw_r_cso_wa_apan_dp_YCD3SE43ZXY56Y4B527J&social_share=cm_sw_r_cso_wa_apan_dp_YCD3SE43ZXY56Y4B527J&starsLeft=1&skipTwisterOG=1,,
,,,Clothing,Jeans,Women,Calvin Klein,Calvin Klein Women Jeans,"Rs 9,999",https://www.amazon.in/dp/B0CNGXNBB5?ref=cm_sw_r_cso_wa_apan_dp_EKG1CQ9YE1QJH18NKREQ&ref_=cm_sw_r_cso_wa_apan_dp_EKG1CQ9YE1QJH18NKREQ&social_share=cm_sw_r_cso_wa_apan_dp_EKG1CQ9YE1QJH18NKREQ&starsLeft=1&skipTwisterOG=1&th=1&psc=1,,
,,,Clothing,Jeans,Women,me Queen,MeQueen Women's Rose Taupe Loose Fit Denim Jeans,"Rs 1,699",https://www.amazon.in/dp/B0DB8TZD51?ref=cm_sw_r_cso_wa_apan_dp_XYSFJ8ZMNH2GNG9MMN41&ref_=cm_sw_r_cso_wa_apan_dp_XYSFJ8ZMNH2GNG9MMN41&social_share=cm_sw_r_cso_wa_apan_dp_XYSFJ8ZMNH2GNG9MMN41&starsLeft=1&skipTwisterOG=1&th=1&psc=1,,
,,,Clothing,Jeans,Women,NUCOUTHS,Women Regular Mid Rise Beige Jeans,"Rs 2,199",https://www.flipkart.com/nucouths-style-you-love-regular-women-beige-jeans/p/itmce6110cf7ff05?pid=JEAGYSYXPQ3C2BPQ&lid=LSTJEAGYSYXPQ3C2BPQAEHXYO&marketplace=FLIPKART&fm=productRecommendation%2FattachForSwatchProducts&iid=R%3Aas%3Bp%3ATSHGYXRHHZTYPDBC%3Bl%3ALSTTSHGYXRHHZTYPDBCPIMKY3%3Bpt%3App%3Buid%3Aad3e4a3e-29d8-11ef-86fa-4fa0e4a208b9%3B.JEAGYSYXPQ3C2BPQ&ppt=None&ppn=None&ssid=usxwd9o13k0000001718319606881&otracker=pp_reco_Frequently%2BBought%2BTogether_2_Frequently%2BBought%2BTogether_JEAGYSYXPQ3C2BPQ_productRecommendation%2FattachForSwatchProducts&otracker1=pp_reco_PINNED_productRecommendation%2FattachForSwatchProducts_Frequently%2BBought%2BTogether_NA_productCard_cc_2_NA_view-all&cid=JEAGYSYXPQ3C2BPQ,,
,,,Clothing,Jeans,Women,DDM Ipex,THISTLE PURPLE WIDE JEANS,Rs 648,https://www.meesho.com/s/p/519388?utm_source=s_w,,
,,,Clothing,Jeans,Women,Marks & Spencer,Women Wide Leg High-Rise Metalic Jeans,₹ 5999,https://www.myntra.com/bottomwear/marks-&-spencer/marks-&-spencer-women-wide-leg-high-rise-metalic-jeans/30387018/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Jeans,Women,Perfect Outlet,Women Regular Mid Rise White Jeans,"Rs 1,399",https://www.flipkart.com/perfect-outlet-regular-women-white-jeans/p/itm9cea448380f65?pid=JEAGX267SZ9JXJRP&lid=LSTJEAGX267SZ9JXJRPUMQBZF&marketplace=FLIPKART&cmpid=content_jean_8965229628_gmc,,
,,,Clothing,Jeans,Women,STREET9,Women Regular High Rise Purple Jeans,"Rs 2,499",https://www.flipkart.com/street9-regular-women-purple-jeans/p/itmba3093e88ac84?pid=JEAGQG57EQCJ4Z4R&lid=LSTJEAGQG57EQCJ4Z4RNWESPD&marketplace=FLIPKART&cmpid=content_jean_8965229628_gmc,,
,,,FOOT WEAR,HEELS,WOMEN,SHEIN,Rhinestone Decor Glitter Point Toe Stiletto Heeled Ankle Strap Pumps,"RS 2,087",https://m.shein.in/Rhinestone-Decor-Glitter-Point-Toe-Stiletto-Heeled-Ankle-Strap-Pumps-p-12306957-cat-1750.html?ref=m&rep=dir&ret=min,,
,,,FOOT WEAR,PUMP,WOMEN,CLIQ LUXURY,Women's Madrid Bright Greniame Pumps,RS 6741,https://luxury.tatacliq.com/oroh-womens-madrid-bright-greniame-pumps/p-mp000000023377116,,
,,,FOOT WEAR,PUMP,WOMEN,ALDO,Stessy Women's Black Pumps,"RS 11,999",https://www.aldoshoes.in/women/women-footwear/shoes/stessy2.0001033/684070888623.html?gad_source=4&gclid=CjwKCAjwxNW2BhAkEiwA24Cm9Da-ETC-4evNrvj89vUNhM,,
,,,FOOT WEAR,HEELS,WOMEN,MEESHO,3HS,RS 647,https://www.meesho.com/s/p/7525gj?utm_source=s_cc,,
,,,FOOT WEAR,HEELS,women,hinyyrin,Rhinestone Heeled Sandals ,,amazon.sa/-/en/Hinyyrin-Tassels-Rhinestone-Sandals-Stiletto/dp/B07K48DLDW,,
,,,FOOT WEAR,LOAFERS,MENS,San Frissco,Men Round Toe Comfort Insole Leather Mule Sneakers,RS 2143,https://www.myntra.com/casual-shoes/san+frissco/san-frissco-men-round-toe-comfort-insole-leather-mule-sneakers/30043584/buy,,
,,,FOOT WEAR,MONK,MENS,RAPAWALK,Strap Toecap Monk,RS 5699,Dark Blue Premium Single Strap Toecap Monk leather shoes for men | Rapawalk,,
,,,FOOT WEAR,JUTTI,WOMEN,MEESHO,WOMEN JUTTI,RS 332,Women Jutti (meesho.com),,
,,,FOOT WEAR,OXFOARD,MENS,GABICCI,Gatsby Mocassin For Men,"RS 2,893",https://www.flipkart.com/gabicci-gatsby-lace-up-men/p/itmf3b8334037905,,
,,,Clothing,Skirt,Women,Jaey,Elite Box Pleat Skirt,"Rs 2,600",https://www.jaey.in/shop/category/bottomwear/product/elite-box-pleat-skirt,,
,,,Clothing,Skirt,Women,OOMPH,OOMPH Women's Floral A-line Blue Skirts,Rs 256,https://www.meesho.com/s/p/6071db?utm_source=s_w,,
